id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response
247,1971,graduation,married,36715.0,1,0,2012-11-17,16,172,10,125,21.0,13,16.0,6,7,2,4,9,0,0,0,0,0,0,3,11,1
8707,1956,graduation,married,79456.0,0,0,2012-08-22,12,565,42,548,64.0,81,99.0,1,5,6,4,3,0,0,0,0,0,0,3,11,1
9523,1982,graduation,together,40479.0,1,0,2013-08-17,95,5,0,8,2.0,0,0.0,1,0,0,3,4,0,0,0,0,0,0,3,11,0
6072,1970,master,single,75345.0,0,0,2013-02-02,16,918,57,556,99.0,38,126.5,1,5,8,6,3,0,0,0,1,0,0,3,11,1
6295,1977,graduation,married,54233.0,0,1,2013-02-04,46,652,8,158,21.0,0,126.5,4,11,6,5,8,0,0,0,0,0,0,3,11,0
10914,1970,graduation,single,24163.0,1,1,2013-10-12,3,4,1,7,2.0,1,2.0,2,1,0,3,4,0,0,0,0,0,0,3,11,0
1509,1958,phd,together,84460.0,0,0,2013-01-04,80,152,27,103,106.0,54,81.0,0,9,9,4,5,0,1,1,1,1,0,3,11,1
5577,1983,graduation,together,43776.0,1,0,2014-05-03,77,8,0,9,2.0,1,3.0,1,1,0,2,6,0,0,0,0,0,0,3,11,0
7348,1958,phd,single,71691.0,0,0,2014-03-17,0,336,81,411,120.5,32,43.0,1,4,7,5,2,0,0,0,0,0,0,3,11,1
1127,1973,phd,married,85844.0,0,0,2014-05-29,62,938,19,556,25.0,81,38.0,1,6,6,7,2,0,0,1,0,0,0,3,11,0
1833,1974,phd,single,39190.0,1,0,2014-04-26,91,68,8,18,19.0,8,12.0,2,2,1,4,5,0,0,0,0,0,0,3,11,0
4944,1959,graduation,together,71367.0,0,0,2013-08-23,24,227,23,389,42.0,21,75.0,1,4,5,7,2,0,0,0,0,0,0,3,11,0
9080,1972,phd,single,38578.0,1,1,2013-06-22,2,38,4,22,3.0,3,3.0,3,3,0,3,8,0,0,0,0,0,0,3,11,0
6466,1965,phd,married,57236.0,1,1,2014-03-12,22,105,0,9,2.0,1,4.0,3,2,1,4,3,0,0,0,0,0,0,3,11,0
9964,1979,graduation,single,61825.0,0,1,2013-08-07,56,162,50,100,55.0,30,27.0,1,4,2,8,4,0,0,0,0,0,0,3,11,0
4790,1958,graduation,divorced,79803.0,0,1,2014-06-02,54,574,8,216,21.0,16,33.0,1,4,3,5,1,0,0,0,0,0,0,3,11,0
10245,1986,2n cycle,single,80910.0,0,0,2012-10-31,71,160,80,369,67.0,39,41.0,1,3,3,8,1,0,0,0,0,0,0,3,11,0
1109,1982,master,together,27590.0,1,0,2013-04-23,38,6,0,5,0.0,0,1.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
6001,1979,graduation,married,56775.0,0,1,2013-01-02,62,614,35,160,58.0,35,35.0,2,5,8,10,5,0,0,0,0,0,0,3,11,0
5538,1975,graduation,divorced,83829.0,0,0,2013-10-08,78,897,81,430,120.5,81,27.0,0,4,7,6,1,1,0,1,1,0,0,3,11,1
10552,1979,2n cycle,married,54210.0,0,1,2013-05-20,18,70,54,109,80.0,9,45.0,2,4,1,7,5,0,0,0,0,0,0,3,11,0
1545,1986,graduation,married,38508.0,1,0,2013-08-02,95,120,19,206,25.0,19,54.0,6,7,2,5,8,0,0,0,0,0,0,3,11,0
7409,1970,graduation,together,53187.0,1,0,2013-10-26,66,211,2,30,7.0,7,10.0,2,4,1,6,5,0,0,0,0,0,0,3,11,0
4444,1972,graduation,married,30023.0,1,0,2014-03-24,28,11,0,16,7.0,6,21.0,1,2,0,3,8,0,0,0,0,0,0,3,11,0
146,1960,phd,single,76045.0,0,0,2013-11-15,78,760,53,400,17.0,81,0.0,1,4,5,11,2,0,0,0,1,0,0,3,11,0
6271,1952,phd,married,50870.0,0,1,2014-06-19,13,53,0,8,0.0,0,2.0,1,2,0,3,5,0,0,0,0,0,0,3,11,0
10065,1970,2n cycle,married,15315.0,0,0,2013-08-03,27,7,4,13,15.0,8,17.0,2,2,0,4,5,0,0,0,0,0,0,3,11,0
4741,1974,2n cycle,married,65463.0,1,0,2014-01-30,17,391,32,70,21.0,32,16.0,2,6,2,9,5,0,1,0,0,0,0,3,11,0
246,1965,graduation,married,66480.0,1,1,2014-05-31,71,199,9,57,20.0,21,6.0,7,4,1,7,4,0,0,0,0,0,0,3,11,0
375,1954,graduation,divorced,76773.0,0,0,2013-02-25,79,516,56,449,86.0,33,16.0,1,2,2,11,1,0,0,0,0,0,0,3,11,0
1524,1983,2n cycle,single,81698.0,0,0,2013-03-01,1,709,45,115,30.0,81,45.0,1,8,2,5,5,0,0,0,1,0,0,3,11,1
10022,1973,phd,single,54466.0,1,1,2014-02-09,78,12,0,4,0.0,0,0.0,1,1,0,2,5,0,0,0,0,0,0,3,11,0
7451,1960,master,single,98777.0,0,0,2014-02-17,23,1000,19,556,120.5,81,38.0,0,4,6,9,1,0,1,0,0,0,0,3,11,0
11010,1984,phd,single,16269.0,1,0,2013-08-30,75,19,3,18,3.0,1,0.0,3,3,0,3,8,0,0,0,0,0,0,3,11,0
4356,1971,graduation,together,71819.0,0,1,2013-08-28,70,1224,28,140,0.0,14,126.5,3,3,3,5,6,0,1,1,0,0,0,3,11,0
3885,1983,phd,married,33569.0,1,0,2013-10-16,10,16,2,18,3.0,0,24.0,1,1,1,2,8,1,0,0,0,0,0,3,11,1
1175,1983,master,married,36262.0,0,0,2013-09-20,24,88,39,54,64.0,28,126.5,1,3,5,3,6,1,0,0,0,0,0,3,11,1
880,1966,basic,together,22634.0,0,0,2013-01-16,47,2,23,11,8.0,6,46.0,1,2,1,2,8,0,0,0,0,0,0,3,11,0
2320,1978,2n cycle,married,47025.0,0,1,2013-09-12,98,508,11,59,23.0,5,29.0,5,11,1,6,9,0,0,0,0,0,0,3,11,0
850,1968,graduation,single,70566.0,0,1,2013-10-06,4,381,28,215,84.0,28,21.0,2,6,5,9,3,0,0,0,0,0,0,3,11,0
4713,1979,phd,married,31605.0,1,0,2012-11-22,15,74,0,42,2.0,1,6.0,2,2,1,4,7,0,0,0,0,0,0,3,11,0
675,1973,master,divorced,52034.0,1,1,2013-05-17,67,146,0,93,7.0,13,73.0,5,4,2,5,7,0,0,0,0,0,0,3,11,0
5025,1979,graduation,single,48526.0,1,0,2013-12-24,32,23,17,23,43.0,20,9.0,1,2,1,4,3,0,0,0,0,0,0,3,11,0
2308,1954,graduation,married,46734.0,0,1,2012-11-18,40,110,5,137,26.0,23,29.0,2,6,1,5,7,0,0,0,0,0,0,3,11,0
5995,1962,graduation,divorced,39552.0,1,1,2012-12-18,54,165,3,147,4.0,24,41.0,7,6,2,5,8,0,0,0,0,0,0,3,11,1
6749,1966,graduation,single,86358.0,1,1,2012-08-08,78,957,47,494,82.0,47,95.0,4,5,3,6,8,0,0,0,0,0,0,3,11,0
1010,1977,graduation,together,46931.0,2,1,2014-04-24,94,41,0,17,3.0,1,16.0,2,1,1,3,3,0,0,0,0,0,0,3,11,0
8977,1985,basic,single,16581.0,0,0,2013-01-12,51,1,3,4,2.0,3,11.0,1,0,0,3,4,0,0,0,0,0,0,3,11,0
4756,1952,2n cycle,divorced,63998.0,0,0,2013-12-20,42,176,29,556,0.0,33,112.0,1,7,6,11,4,0,0,0,0,0,0,3,11,1
3412,1951,master,married,67381.0,0,1,2013-01-15,67,815,8,53,11.0,0,70.0,4,2,2,9,7,0,1,0,0,0,0,3,11,0
606,1967,graduation,single,25930.0,1,1,2013-10-10,87,6,1,2,2.0,0,4.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
5961,1978,graduation,married,42693.0,1,0,2014-06-07,29,8,4,20,6.0,3,16.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0
2975,1976,graduation,together,85606.0,0,1,2012-11-12,89,717,42,556,120.5,30,84.0,2,6,7,9,3,0,0,0,1,0,0,3,11,0
2894,1985,graduation,single,72903.0,0,0,2013-10-29,74,1067,81,556,0.0,19,39.0,1,7,5,8,4,0,1,1,1,0,0,3,11,1
7613,1974,2n cycle,together,49669.0,1,0,2014-05-24,97,166,5,107,11.0,8,29.0,2,5,1,6,6,0,0,0,0,0,0,3,11,0
10542,1968,phd,married,36778.0,1,1,2012-08-05,63,29,4,34,2.0,4,4.0,3,3,0,3,9,0,0,0,0,0,0,3,11,0
8015,1962,phd,divorced,85696.0,0,0,2013-05-03,88,714,76,395,116.0,0,12.0,1,4,6,9,1,0,0,0,0,0,0,3,11,1
10617,1989,master,divorced,10979.0,0,0,2014-05-22,34,8,4,10,2.0,2,4.0,2,3,0,3,5,0,0,0,0,0,0,3,11,0
11166,1961,graduation,married,49678.0,0,1,2013-02-02,81,229,5,56,3.0,2,20.0,2,6,2,4,7,0,0,0,0,0,0,3,11,0
849,1953,master,together,56129.0,0,1,2013-06-20,65,320,48,133,39.0,72,48.0,4,6,2,10,4,0,0,0,0,0,0,3,11,0
523,1989,graduation,married,37155.0,1,0,2013-01-31,51,23,0,26,7.0,15,3.0,1,2,0,4,5,0,0,0,0,0,0,3,11,0
4066,1978,2n cycle,divorced,21282.0,1,0,2014-05-11,76,1,5,8,4.0,8,20.0,2,2,1,2,6,0,0,0,0,0,0,3,11,0
8414,1962,phd,single,33419.0,0,1,2013-08-17,76,56,0,12,0.0,0,18.0,2,2,0,4,7,0,0,0,0,0,0,3,11,0
819,1945,graduation,widow,63285.0,0,0,2013-11-05,84,508,81,249,50.0,38,126.5,1,6,5,13,3,0,0,0,0,0,0,3,11,0
4961,1974,master,together,21255.0,1,0,2014-01-21,56,29,0,25,2.0,2,3.0,4,2,1,4,4,0,0,0,0,0,0,3,11,0
749,1981,graduation,together,42162.0,1,0,2013-11-19,31,46,7,59,2.0,4,27.0,2,3,1,3,6,1,0,0,0,0,0,3,11,1
5430,1956,graduation,together,54450.0,1,1,2012-09-14,0,454,0,171,8.0,19,32.0,12,9,2,8,8,0,0,0,0,0,0,3,11,0
7755,1954,phd,married,57744.0,0,1,2013-11-12,91,350,3,39,0.0,0,19.0,2,9,1,4,8,0,0,0,0,0,0,3,11,0
10525,1986,graduation,single,26576.0,1,0,2012-10-13,40,10,0,8,0.0,0,9.0,1,1,0,2,9,1,0,0,0,0,0,3,11,1
1453,1943,phd,widow,57513.0,0,0,2013-07-06,59,735,40,183,52.0,20,30.0,2,9,3,13,6,0,0,0,0,0,0,3,11,0
8310,1964,graduation,together,68142.0,0,1,2012-08-29,96,897,81,196,91.0,81,37.0,3,10,4,7,6,0,0,0,0,0,0,3,11,0
10710,1979,graduation,married,7500.0,0,1,2012-08-29,61,5,2,3,3.0,0,5.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0
5031,1974,graduation,together,83145.0,0,0,2012-09-22,14,777,35,556,39.0,81,114.0,1,5,9,11,2,0,0,1,0,0,0,3,11,1
2613,1960,master,married,54197.0,0,1,2014-04-03,16,162,6,37,6.0,13,13.0,2,1,3,6,1,0,0,0,0,0,0,3,11,0
213,1963,phd,single,23091.0,1,1,2014-05-28,98,35,0,11,0.0,0,2.0,4,2,1,3,7,0,0,0,0,0,0,3,11,0
967,1976,graduation,married,46049.0,1,1,2013-07-21,11,342,9,112,19.0,14,19.0,10,5,2,9,7,0,0,0,0,0,0,3,11,1
1077,1974,graduation,together,56715.0,0,0,2012-12-05,52,258,81,239,120.5,81,9.0,1,7,3,4,4,0,0,0,0,0,0,3,11,0
7959,1961,graduation,married,79410.0,0,0,2014-05-29,19,658,80,483,120.5,13,13.0,1,3,2,5,1,0,0,0,0,0,0,3,11,0
640,1951,graduation,married,57304.0,0,1,2013-03-11,61,356,80,329,120.5,17,106.0,2,7,6,10,5,0,0,0,0,0,0,3,11,0
4252,1965,graduation,married,44375.0,0,1,2014-03-23,73,213,5,28,7.0,7,41.0,1,4,1,6,5,0,0,0,0,0,0,3,11,0
8432,1956,graduation,together,54450.0,1,1,2012-09-14,0,454,0,171,8.0,19,32.0,12,9,2,8,8,0,0,0,0,0,0,3,11,0
6218,1965,graduation,married,59594.0,0,1,2012-10-20,74,457,4,29,0.0,0,9.0,1,8,1,7,7,0,1,0,0,0,0,3,11,0
6905,1994,graduation,together,80685.0,0,0,2012-08-22,55,241,45,556,34.0,26,54.0,1,6,4,10,2,0,0,0,0,0,0,3,11,0
5922,1974,phd,married,40344.0,0,1,2013-10-13,48,210,0,6,0.0,0,2.0,2,4,1,5,7,0,0,0,0,0,0,3,11,0
3598,1972,graduation,married,62710.0,0,1,2013-05-23,53,441,35,83,7.0,29,11.0,4,4,2,12,4,0,0,0,0,0,0,3,11,0
6116,1968,2n cycle,married,48985.0,0,1,2013-07-05,13,19,13,18,10.0,7,8.0,1,1,1,3,3,0,0,0,0,0,0,3,11,0
6263,1968,graduation,together,35322.0,1,2,2012-08-22,34,28,9,37,12.0,7,13.0,3,2,0,4,8,0,0,0,0,0,0,3,11,0
10486,1948,graduation,married,77142.0,0,0,2013-05-29,54,476,75,162,29.0,81,97.0,1,4,4,8,2,0,0,0,0,0,0,3,11,0
2410,1969,graduation,single,81657.0,0,0,2014-01-22,69,364,40,425,120.5,60,50.0,1,3,4,8,1,0,0,0,0,0,0,3,11,0
193,1996,basic,married,14421.0,0,0,2014-02-17,81,0,0,2,3.0,3,8.0,1,1,0,2,5,1,0,0,0,0,0,3,11,0
3363,1974,2n cycle,married,20130.0,0,0,2014-03-17,99,0,6,3,7.0,6,12.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0
8278,1990,phd,married,74214.0,0,0,2012-08-26,3,863,81,547,86.0,81,33.0,1,8,2,5,5,0,0,0,0,0,0,3,11,0
10660,1957,master,married,66726.0,1,1,2014-01-12,61,349,7,35,0.0,0,47.0,3,8,2,4,7,0,1,0,0,0,0,3,11,0
8686,1979,basic,together,23724.0,1,0,2013-01-08,65,5,23,15,0.0,18,14.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0
1604,1960,master,married,47353.0,0,1,2013-11-13,93,184,2,19,8.0,8,4.0,3,2,2,6,5,0,0,0,0,0,0,3,11,0
5907,1952,master,married,33444.0,1,1,2012-11-03,24,8,0,8,0.0,0,2.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0
10669,1981,graduation,married,54386.0,0,1,2013-05-17,8,277,21,64,62.0,21,25.0,2,3,2,10,3,0,0,0,0,0,0,3,11,0
2918,1981,graduation,divorced,28510.0,1,1,2013-04-13,72,44,5,19,0.0,4,19.0,3,2,0,4,5,0,0,0,0,0,0,3,11,0
5735,1991,master,single,90638.0,0,0,2014-02-13,29,1156,81,556,94.0,81,96.0,1,3,4,10,1,0,0,1,0,0,0,3,11,0
359,1950,graduation,together,48070.0,0,1,2013-01-13,33,373,14,83,6.0,9,19.0,3,8,2,6,7,0,0,0,0,0,1,3,11,0
8387,1957,graduation,married,43140.0,0,1,2013-01-05,68,134,8,76,6.0,0,11.0,1,4,1,5,6,0,0,0,0,0,0,3,11,0
1829,1961,phd,divorced,54959.0,0,1,2013-01-19,55,1148,0,60,0.0,0,24.0,3,9,5,4,7,0,1,0,0,0,0,3,11,1
3839,1958,basic,single,15056.0,1,1,2013-05-03,76,6,12,3,21.0,6,40.0,5,2,2,3,5,0,0,0,0,0,0,3,11,0
9392,1971,graduation,single,26954.0,1,0,2014-05-08,17,4,1,11,0.0,0,1.0,1,1,0,2,7,0,0,0,0,0,0,3,11,0
2292,1985,graduation,single,22327.0,1,0,2013-08-02,94,5,4,8,2.0,0,5.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0
10466,1965,graduation,married,44393.0,1,1,2013-08-22,86,24,2,20,2.0,2,10.0,2,1,0,4,4,0,0,0,0,0,0,3,11,0
9855,1952,phd,single,62000.0,0,1,2013-08-25,25,899,0,101,0.0,0,20.0,1,6,6,13,4,0,0,0,1,0,0,3,11,0
4088,1962,phd,together,31497.0,0,1,2012-12-06,22,108,1,28,13.0,1,4.0,2,3,1,4,8,0,0,0,0,0,0,3,11,0
5231,1974,2n cycle,married,45894.0,0,2,2014-02-27,15,27,2,7,0.0,2,13.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0
590,1970,master,divorced,78579.0,0,0,2012-12-22,35,816,66,549,120.5,66,99.0,1,5,6,4,3,0,0,0,0,0,0,3,11,1
8732,1969,master,widow,67369.0,0,1,2012-11-17,81,1225,0,70,37.0,14,42.0,4,7,4,10,4,0,1,1,0,0,0,3,11,1
2315,1960,graduation,divorced,58401.0,0,1,2014-04-20,55,10,0,11,17.0,29,29.0,1,1,2,2,4,0,0,0,0,0,0,3,11,0
3515,1952,graduation,single,62307.0,0,1,2014-02-17,94,87,13,34,10.0,6,10.0,1,4,0,4,5,0,0,0,0,0,0,3,11,0
2245,1969,master,married,43641.0,1,1,2013-04-22,50,57,2,51,4.0,2,23.0,3,2,1,4,6,0,0,0,0,0,0,3,11,0
6283,1968,master,divorced,63841.0,0,1,2013-04-21,64,635,15,100,20.0,7,126.5,1,9,3,9,6,0,0,0,0,0,0,3,11,0
2246,1965,2n cycle,married,46891.0,0,1,2013-09-01,91,43,12,23,29.0,15,61.0,1,2,1,4,4,0,0,0,0,0,0,3,11,0
6606,1969,master,married,70091.0,1,0,2013-03-31,11,964,34,137,15.0,0,11.0,2,5,2,10,8,0,1,0,0,0,0,3,11,0
5545,1972,phd,married,78075.0,0,0,2014-04-05,72,572,8,259,34.0,35,80.0,1,3,5,5,1,0,0,0,0,0,0,3,11,0
7342,1961,2n cycle,widow,59184.0,0,1,2012-09-09,6,341,81,113,120.5,81,66.0,3,6,6,12,5,0,0,0,0,0,0,3,11,0
837,1977,graduation,married,54809.0,1,1,2013-09-11,0,63,6,57,13.0,13,22.0,4,2,1,5,4,0,0,0,0,0,0,3,11,0
9500,1959,graduation,married,58113.0,0,1,2013-01-25,66,221,81,169,102.0,78,84.0,3,9,2,8,7,0,0,0,0,0,1,3,11,0
3602,1958,master,married,51412.0,0,1,2013-12-31,42,140,3,29,4.0,5,14.0,2,3,2,4,4,0,0,0,0,0,0,3,11,0
234,1979,graduation,divorced,15287.0,1,0,2012-10-10,60,1,2,8,4.0,3,13.0,2,1,1,2,7,1,0,0,0,0,0,3,11,1
2995,1957,master,together,66636.0,0,0,2013-08-17,64,291,10,556,84.0,10,0.0,1,3,4,9,1,0,0,0,0,0,0,3,11,0
1118,1956,master,married,50965.0,0,1,2013-02-20,87,544,13,85,8.0,6,29.0,3,10,4,5,8,1,0,0,0,0,0,3,11,0
7789,1965,phd,married,84618.0,0,0,2013-11-22,96,684,81,556,21.0,66,0.0,1,6,9,10,2,0,0,1,0,0,0,3,11,0
3068,1990,graduation,married,18351.0,0,0,2013-10-29,1,1,12,9,0.0,14,7.0,1,2,0,3,7,0,0,0,0,0,0,3,11,0
8955,1957,phd,together,40451.0,0,2,2014-02-16,54,35,0,4,0.0,0,10.0,1,1,1,2,5,1,0,0,0,0,0,3,11,0
945,1965,graduation,together,36317.0,0,1,2013-05-22,53,87,3,25,3.0,2,13.0,2,3,0,4,7,0,0,0,0,0,0,3,11,0
5644,1957,graduation,together,42213.0,0,1,2013-10-12,96,309,3,24,4.0,3,20.0,2,5,1,7,7,0,1,0,0,0,0,3,11,0
7192,1955,graduation,together,65748.0,0,1,2013-04-15,58,172,73,93,95.0,78,34.0,2,2,4,10,1,0,0,0,0,0,1,3,11,0
2324,1972,graduation,together,77044.0,0,1,2013-10-27,12,625,38,242,50.0,34,76.0,2,7,11,11,4,1,0,0,0,0,0,3,11,0
697,1969,graduation,together,74918.0,0,0,2013-03-12,78,972,59,556,25.0,19,59.0,1,5,9,6,3,0,0,1,0,0,0,3,11,0
3439,1972,graduation,married,56721.0,1,1,2012-10-31,64,157,6,39,6.0,13,75.0,5,4,1,5,6,0,0,0,0,0,0,3,11,0
1506,1975,graduation,single,42160.0,1,1,2013-06-28,26,48,9,45,3.0,15,20.0,4,2,1,4,6,0,0,0,0,0,0,3,11,1
232,1965,graduation,single,61559.0,0,1,2013-07-17,8,279,81,88,32.0,14,34.0,1,4,2,10,3,0,0,0,0,0,0,3,11,0
8876,1963,phd,together,33629.0,1,1,2012-08-08,49,132,0,16,0.0,0,4.0,5,3,1,4,9,0,0,0,0,0,0,3,11,0
4500,1991,phd,together,68682.0,0,0,2013-10-06,56,919,0,505,99.0,30,45.0,1,4,9,10,2,0,0,0,0,0,0,3,11,0
9739,1963,graduation,single,34377.0,0,1,2013-01-19,55,62,0,22,3.0,1,26.0,2,2,2,2,7,0,0,0,0,0,0,3,11,0
10395,1986,basic,single,8940.0,1,0,2012-08-22,25,1,45,3,4.0,6,42.0,3,3,1,3,8,0,0,0,0,0,0,3,11,0
1176,1973,graduation,married,26228.0,1,0,2013-09-22,50,2,6,4,3.0,1,9.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0
1627,1957,2n cycle,divorced,77297.0,0,0,2013-01-26,84,408,61,109,48.0,81,41.0,1,5,7,9,4,0,0,0,1,0,0,3,11,0
938,1981,graduation,married,40211.0,1,1,2013-07-30,30,51,1,7,2.0,1,25.0,2,2,1,2,8,1,0,0,0,0,0,3,11,0
2740,1958,phd,widow,33438.0,1,1,2013-09-22,81,62,1,16,3.0,2,6.0,4,2,1,4,5,0,0,0,0,0,0,3,11,0
257,1959,phd,married,75032.0,0,1,2013-04-28,74,952,12,180,47.0,12,12.0,2,5,4,9,3,0,0,0,0,0,0,3,11,0
4058,1955,phd,single,61284.0,0,0,2013-10-12,76,618,15,106,20.0,7,45.0,1,11,2,8,6,0,1,0,0,0,0,3,11,0
7736,1986,graduation,married,22518.0,1,0,2012-10-22,36,11,7,12,2.0,2,27.0,2,2,1,2,5,1,0,0,0,0,0,3,11,1
8210,1975,master,married,54730.0,0,1,2013-08-15,64,318,3,17,4.0,7,56.0,5,4,1,8,4,0,0,0,0,0,0,3,11,0
833,1955,master,married,38452.0,1,1,2014-03-30,62,56,0,14,0.0,0,2.0,3,3,0,3,7,0,0,0,0,0,0,3,11,0
6230,1971,graduation,divorced,44421.0,1,1,2013-02-15,53,110,5,59,7.0,1,7.0,5,5,0,4,8,0,0,0,0,0,0,3,11,0
7325,1986,phd,together,38197.0,1,0,2013-06-29,86,23,0,11,2.0,1,3.0,1,1,0,3,5,0,0,0,0,0,0,3,11,0
1307,1978,graduation,divorced,41986.0,0,1,2014-02-09,15,27,5,8,8.0,3,12.0,3,3,0,4,4,0,0,0,0,0,0,3,11,0
1502,1983,graduation,together,28427.0,1,0,2013-03-21,67,18,3,19,3.0,3,6.0,2,2,0,3,8,0,0,0,0,0,0,3,11,0
6211,1976,phd,together,37395.0,1,0,2014-05-02,47,18,0,9,0.0,1,11.0,1,1,0,3,6,0,0,0,0,0,0,3,11,0
843,1971,graduation,married,64722.0,1,0,2014-05-26,47,303,0,280,60.0,81,15.0,4,8,2,11,6,0,0,0,0,0,0,3,11,0
4174,1956,master,together,55249.0,0,1,2014-04-17,81,97,1,19,2.0,0,11.0,1,2,1,4,3,0,0,0,0,0,0,3,11,0
9757,1972,graduation,together,84906.0,0,0,2013-10-04,98,997,15,414,99.0,30,76.0,1,5,6,12,2,0,1,1,0,1,0,3,11,0
6918,1989,graduation,married,28691.0,1,0,2013-07-04,56,5,4,13,8.0,0,4.0,1,1,0,3,8,0,0,0,0,0,0,3,11,0
286,1952,graduation,single,44213.0,1,1,2013-11-29,48,95,11,35,0.0,4,7.0,4,2,1,5,6,0,0,0,0,0,0,3,11,0
11086,1984,basic,single,25707.0,1,0,2014-01-18,18,1,6,2,3.0,6,3.0,1,1,0,3,7,0,0,0,0,0,0,3,11,0
1921,1967,phd,married,59062.0,2,1,2013-10-03,74,46,1,12,3.0,0,9.0,2,2,0,3,4,0,0,0,0,0,0,3,11,0
4138,1962,graduation,single,76624.0,0,1,2014-05-24,68,411,81,147,54.0,81,66.0,1,5,10,7,1,1,0,0,0,0,0,3,11,0
7718,1947,master,together,66000.0,0,0,2014-04-20,36,244,51,270,101.0,0,45.0,1,1,3,5,1,0,0,0,0,0,0,3,11,0
1291,1978,phd,together,27683.0,1,0,2012-08-04,90,152,9,121,12.0,12,45.0,4,6,2,4,8,0,0,0,0,0,0,3,11,0
6862,1971,graduation,divorced,1730.0,0,0,2014-05-18,65,1,1,3,1.0,1,1.0,15,0,0,0,20,0,0,0,0,0,0,3,11,0
4136,1992,basic,single,7500.0,1,0,2012-12-03,63,10,17,18,8.0,26,40.0,4,3,2,2,9,0,0,0,0,0,0,3,11,0
803,1968,graduation,together,40521.0,1,1,2013-04-05,82,12,0,5,0.0,0,4.0,1,0,1,2,5,0,0,0,0,0,0,3,11,0
4298,1973,phd,together,20427.0,1,0,2014-03-24,63,5,0,4,0.0,0,1.0,1,1,0,2,8,0,0,0,0,0,0,3,11,0
10833,1975,graduation,married,65106.0,0,1,2014-05-24,55,790,19,133,12.0,0,19.0,3,8,3,13,6,0,1,0,0,0,0,3,11,0
9606,1965,phd,married,69969.0,0,0,2013-08-27,64,882,29,514,38.0,29,44.0,1,4,2,6,3,0,0,1,1,0,0,3,11,1
8534,1952,graduation,married,67433.0,0,2,2013-07-16,51,615,28,259,12.0,48,30.0,4,6,5,13,4,0,1,0,0,0,0,3,11,0
5153,1967,phd,married,77766.0,0,1,2013-02-22,97,1004,59,265,115.0,59,27.0,2,11,10,11,6,1,0,0,0,0,0,3,11,1
961,1972,graduation,married,74716.0,0,1,2013-09-12,92,133,27,421,13.0,81,71.0,2,7,3,5,4,0,0,0,0,0,0,3,11,0
5011,1963,graduation,divorced,68118.0,0,1,2013-10-18,51,595,23,123,10.0,23,126.5,2,8,9,4,6,0,0,0,0,0,0,3,11,0
6653,1970,phd,married,55158.0,1,1,2012-07-30,72,293,0,87,4.0,11,23.0,4,7,2,5,7,0,0,0,0,0,0,3,11,1
9094,1955,2n cycle,married,62972.0,0,1,2012-08-03,39,313,15,47,20.0,0,126.5,2,7,4,3,6,0,0,0,0,0,0,3,11,1
810,1975,graduation,married,74190.0,0,1,2014-05-12,49,151,81,86,120.5,81,64.0,2,4,2,11,2,0,0,0,0,0,0,3,11,0
5493,1976,graduation,married,39356.0,1,1,2014-03-19,21,15,0,2,0.0,0,6.0,1,1,0,2,6,1,0,0,0,0,0,3,11,0
2147,1969,graduation,together,76653.0,0,0,2013-08-16,91,736,63,556,120.5,81,126.0,1,4,7,11,2,0,0,1,1,0,0,3,11,0
5107,1973,phd,divorced,35860.0,1,1,2014-05-19,37,15,0,8,4.0,2,20.0,2,1,1,2,5,1,0,0,0,0,0,3,11,0
3979,1983,phd,divorced,90687.0,0,0,2013-05-22,98,982,17,556,23.0,34,51.0,1,6,2,8,2,0,0,1,0,0,0,3,11,1
6049,1982,master,together,73450.0,0,0,2013-12-05,85,1142,51,415,90.0,69,37.0,1,7,8,11,3,1,0,0,1,0,0,3,11,0
8147,1960,graduation,married,31454.0,1,1,2013-07-06,40,28,0,11,0.0,0,9.0,3,2,0,3,8,0,0,0,0,0,0,3,11,0
1857,1952,graduation,single,47139.0,1,1,2014-03-06,2,46,0,12,0.0,2,23.0,2,2,1,2,7,0,0,0,0,0,0,3,11,1
3910,1975,graduation,divorced,83829.0,0,0,2013-10-08,78,897,81,430,120.5,81,27.0,0,4,7,6,1,1,0,1,1,0,0,3,11,1
5207,1963,phd,married,53378.0,1,1,2012-09-24,41,489,6,152,8.0,6,126.5,10,9,4,6,8,0,0,0,0,0,0,3,11,1
11114,1970,graduation,together,19656.0,1,0,2013-02-08,94,25,4,9,6.0,8,32.0,3,2,1,3,7,0,0,0,0,0,0,3,11,0
